d_mid,beta_ml,beta_me,cov_ml,cov_me,bias_ml
175.0,3.78441126352939,3.816439039003285,0.10082626307742845,0.13252472216094333,1.0048422866964248
325.0,3.608328886818315,3.925107015815953,0.14868885866386383,0.12427818343642058,1.0917518924289598
525.0,4.79088541177201,3.8530984762004823,0.17825658092622573,0.12918465214931082,1.5574470645663643
825.0,6.643022952601209,3.866008011550855,0.1569306081703467,0.12682140846849593,2.1486182638859437
1250.0,7.821065887106927,3.842588897083534,0.15872176408925456,0.12966916583598806,2.799148145525809
