axial_load_ratio_bin,N,mean_M,COV,pct_unsafe
0--0.15,82,1.5025444616940278,0.3190942403645473,17.073170731707318
0.15--0.3,79,1.2370809458314507,0.30636357772202527,39.24050632911392
0.3--0.5,50,1.2731569169019687,0.3863805739066907,54.0
0.5--1.0,23,1.6629898248434933,0.35038247772350545,17.391304347826086
