ds,model,uq,thr,seed,interp,extrap
STEEL,HistGB,split,0.7,0,0.9396984924623115,0.4397905759162304
STEEL,HistGB,knn-norm,0.7,0,0.9045226130653267,0.42408376963350786
STEEL,RF,split,0.7,0,0.9447236180904522,0.418848167539267
STEEL,RF,knn-norm,0.7,0,0.8994974874371859,0.39790575916230364
STEEL,Linear,split,0.7,0,0.9246231155778895,0.4973821989528796
STEEL,Linear,knn-norm,0.7,0,0.914572864321608,0.44502617801047123
STEEL,GP,native90,0.7,0,0.8844221105527639,
STEEL,GP,native90,0.7,0,,0.8743455497382199
STEEL,QuantGBM,native90,0.7,0,0.8291457286432161,
STEEL,QuantGBM,native90,0.7,0,,0.38219895287958117
STEEL,HistGB,split,0.7,1,0.8793969849246231,0.4109947643979058
STEEL,HistGB,knn-norm,0.7,1,0.9296482412060302,0.45549738219895286
STEEL,RF,split,0.7,1,0.8592964824120602,0.39790575916230364
STEEL,RF,knn-norm,0.7,1,0.8291457286432161,0.35340314136125656
STEEL,Linear,split,0.7,1,0.8693467336683417,0.5
STEEL,Linear,knn-norm,0.7,1,0.8492462311557789,0.4162303664921466
STEEL,GP,native90,0.7,1,0.8693467336683417,
STEEL,GP,native90,0.7,1,,0.8534031413612565
STEEL,QuantGBM,native90,0.7,1,0.7738693467336684,
STEEL,QuantGBM,native90,0.7,1,,0.418848167539267
STEEL,HistGB,split,0.7,2,0.9045226130653267,0.468586387434555
STEEL,HistGB,knn-norm,0.7,2,0.9346733668341709,0.4319371727748691
STEEL,RF,split,0.7,2,0.9045226130653267,0.43717277486910994
STEEL,RF,knn-norm,0.7,2,0.9547738693467337,0.4293193717277487
STEEL,Linear,split,0.7,2,0.8743718592964824,0.46335078534031415
STEEL,Linear,knn-norm,0.7,2,0.949748743718593,0.4083769633507853
STEEL,GP,native90,0.7,2,0.9296482412060302,
STEEL,GP,native90,0.7,2,,0.7068062827225131
STEEL,QuantGBM,native90,0.7,2,0.8190954773869347,
STEEL,QuantGBM,native90,0.7,2,,0.4214659685863874
STEEL,HistGB,split,0.75,0,0.9452054794520548,0.35973597359735976
STEEL,HistGB,knn-norm,0.75,0,0.9223744292237442,0.32673267326732675
STEEL,RF,split,0.75,0,0.9315068493150684,0.31683168316831684
STEEL,RF,knn-norm,0.75,0,0.9223744292237442,0.30033003300330036
STEEL,Linear,split,0.75,0,0.8995433789954338,0.39603960396039606
STEEL,Linear,knn-norm,0.75,0,0.9497716894977168,0.3234323432343234
STEEL,GP,native90,0.75,0,0.8721461187214612,
STEEL,GP,native90,0.75,0,,0.7986798679867987
STEEL,QuantGBM,native90,0.75,0,0.7625570776255708,
STEEL,QuantGBM,native90,0.75,0,,0.40924092409240925
STEEL,HistGB,split,0.75,1,0.8767123287671232,0.31683168316831684
STEEL,HistGB,knn-norm,0.75,1,0.8812785388127854,0.27722772277227725
STEEL,RF,split,0.75,1,0.8858447488584474,0.30033003300330036
