d_mid,beta_ml,beta_me,cov_ml,bias_ml,cov_me,bias_me,n,split_seed,train_n,cal_n,d_threshold_quantile,d_threshold_mm,calibration_cov_ml,calibration_cov_mech,util_ml,util_mech,calibration_protocol
75.0,4.0031681626581355,4.294611438277647,0.1183699196803754,0.9905167243706623,0.1525367956936191,1.3388150172083868,211,0,611,263,0.75,276.0,0.14663283434840843,0.20020839837189067,0.4770365715026855,0.40399103164672856,train 70% / calibrate 30% within d<75th percentile
200.0,4.0031681626581355,3.3536617022933193,0.11900382192165722,0.9924572961225402,0.23281838517406764,1.291622725310316,237,0,611,263,0.75,276.0,0.14663283434840843,0.20020839837189067,0.4770365715026855,0.40399103164672856,train 70% / calibrate 30% within d<75th percentile
325.0,2.881530436734572,4.022842882399291,0.22010258388919393,1.0757440969204182,0.18677581519294512,1.2433382622240743,588,0,611,263,0.75,276.0,0.14663283434840843,0.20020839837189067,0.4770365715026855,0.40399103164672856,train 70% / calibrate 30% within d<75th percentile
525.0,1.8225780072892317,4.368680139037586,0.36820499932144496,1.871150743080825,0.1330612871331099,1.1456396715231747,69,0,611,263,0.75,276.0,0.14663283434840843,0.20020839837189067,0.4770365715026855,0.40399103164672856,train 70% / calibrate 30% within d<75th percentile
900.0,2.24782362896173,4.294611438277647,0.2965956050265831,3.0745416434484376,0.16091786778413603,1.074502167899444,68,0,611,263,0.75,276.0,0.14663283434840843,0.20020839837189067,0.4770365715026855,0.40399103164672856,train 70% / calibrate 30% within d<75th percentile
